"id","loan_amnt_USD","funded_amnt_USD","int_rate","installment_USD","total_pymnt_USD","issue_date","loan_status","term_months","sub_grade","state_address","verification_status"
38614123,20000,20000,0.166172947947948,622.04,20214.44,"1","1","36","A4","1","1"
44815268,21000,21000,0.166172947947948,645.36,5800.45,"4","0","36","A3","3","1"
55817155,25000,25000,0.1786,632.94,3115.09,"7","1","60","D5","4","0"
43295845,18000,18000,0.166172947947948,440.922179176755,3553.73,"4","1","60","B5","3","1"
62884455,2500,2500,0.1699,89.12,175.88,"10","1","36","D3","4","1"
68415614,15273.4631578947,34175,0.1399,795.02,0,"12","1","60","C4","3","1"
62336969,17000,17000,0.166172947947948,361.12,712.8,"10","1","60","B3","3","0"
46774695,16250,16250,0.166172947947948,345.19,2752.5,"4","1","60","B3","1","1"
64812721,17000,17000,0.166172947947948,524.06,1038.36,"11","0","36","A3","2","0"
44966734,14000,14000,0.166172947947948,428.39,3845.57,"4","1","36","A5","1","0"
41319096,17500,17500,0.166172947947948,380.41,3793.42,"3","1","60","B4","4","1"
60841824,10100,10100,0.2099,273.19,796.01,"9","1","60","E5","2","1"
48896625,16375,16375,0.1919,426.5,3394.54,"5","1","60","E3","2","1"
60832897,10000,10000,0.166172947947948,301.15,903.45,"10","1","36","A1","1","1"
47827328,7250,7250,0.166172947947948,227.8,1797.69,"5","1","36","B1","1","0"
51486630,7000,7000,0.166172947947948,233.48,7311.14,"6","1","36","C1","2","0"
43750305,35000,35000,0.166172947947948,760.82,6826.01,"4","1","60","B4","1","1"
65803772,14000,14000,0.166172947947948,446.31,439.18,"11","1","36","B2","1","1"
59562937,18000,18000,0.166172947947948,455.72,1805.02,"9","1","60","D5","1","1"
48635120,11800,11800,0.1952,309.49,1831.35,"5","1","60","E3","3","1"
45424810,10000,1000,0.166172947947948,303.91,2731.9,"4","1","36","A1","2","0"
50607818,25000,25000,0.1561,874.12,25589.32,"6","1","36","D1","1","1"
44553638,13000,13000,0.1399,302.42,2701.57,"4","1","60","C4","2","0"
53302121,12000,12000,0.166172947947948,382.55,2289.19,"6","1","36","B2","4","1"
64108564,8000,8000,0.166172947947948,261.88,518.88,"11","1","36","B4","0","1"
39589211,6050,6050,0.166172947947948,199.34,2382.47,"1","1","36","B4","3","1"
39672299,35000,35000,0.166172947947948,1179.12,12957.68,"1","0","36","C2","1","1"
45814199,17000,17000,0.166172947947948,522.43,4695.56,"4","1","36","A3","1","1"
42423189,12000,1000,0.166172947947948,387.15,3884.82,"3","1","36","B3","3","1"
49333477,7000,7000,0.166172947947948,230.94,7399.17,"5","1","36","B5","3","1"
67889214,28800,28800,0.166172947947948,640.5,0,"12","1","60","C1","4","1"
60922519,35000,35000,0.166172947947948,790.82,2347.78,"10","1","60","C2","3","0"
46733812,13500,13500,0.1757,339.67,2704.18,"5","1","60","D4","1","1"
39370561,6500,6500,0.166172947947948,211.24,2319.85,"2","1","36","B3","1","1"
49793470,16000,16000,0.1399,372.21,3143.85094094105,"5","1","60","C4","1","1"
50588507,21000,21000,0.166172947947948,700.42,4874.26,"6","1","36","C1","4","1"
54127639,15000,15000,0.1757,377.41,2235.18,"7","1","60","D4","2","0"
59995515,15273.4631578947,5000,0.166172947947948,163.67,648.57,"9","1","36","B4","1","1"
59023121,31000,31000,0.1825,791.42,3102.82,"8","1","60","E5","3","1"
46195094,3725,3725,0.2399,146.13,1193.86,"4","1","36","F2","2","1"
59122098,18000,18000,0.166172947947948,600.36,1788.79,"9","1","36","C1","3","0"
63438781,25000,25000,0.1786,632.94,1241.07,"10","1","60","D5","2","1"
57104446,7000,7000,0.166172947947948,229.14,1154.24,"8","1","36","B4","2","0"
60625216,25000,25000,0.1919,651.14,2126.66,"9","1","60","E3","2","0"
54523815,15000,15000,0.1561,524.48,3133.87,"7","0","36","D1","1","0"
58430687,14550,14550,0.166172947947948,469.42,1869.6,"8","1","36","B3","4","0"
53282469,15273.4631578947,35000,0.1333,802.29,5564.19,"6","1","60","C3","1","1"
55139253,6000,6000,0.1561,209.79,1253.54,"7","1","36","D1","4","1"
60195967,3000,3000,0.1561,104.9,3143.85094094105,"9","1","36","D1","4","1"
46644654,1000,1000,0.166172947947948,32.74,3143.85094094105,"5","1","36","B4","2","0"
60677555,10000,10000,0.1399,341.73,1351.38,"9","1","36","C4","0","0"
41130175,10000,10000,0.166172947947948,329.91,3613,"2","1","36","B5","3","0"
46634441,25000,25000,0.1333,573.06,4547.45,"4","1","60","C3","1","1"
6736790,18000,18000,0.166172947947948,370.78,4432.02,"1","1","60","B1","1","1"
51537017,23000,23000,0.1757,440.922179176755,3449.69,"6","1","60","D4","4","1"
46194536,16000,16000,0.166172947947948,352.13,2796.54,"4","1","60","B5","3","0"
46517155,13775,13775,0.1561,332.14,2633.23,"5","1","60","D1","3","1"
42413291,25125,25125,0.1825,911.49,9063.95,"3","1","36","E1","1","1"
56071458,2000,2000,0.166172947947948,62.58,312.02,"8","1","36","A5","3","1"
50536171,11000,11000,0.166172947947948,369,2575.24,"6","0","36","C2","3","1"
47979532,5975,5975,0.166172947947948,214.73,1535.19,"5","1","36","D4","2","1"
60982764,15000,1000,0.166172947947948,464.95,1382.75,"10","1","36","A4","1","1"
59189884,15273.4631578947,10000,0.166172947947948,329.91,1313.23,"8","1","36","B5","3","1"
42181529,20000,20000,0.1399,465.27,4637.16,"3","0","60","C4","4","1"
38484682,8000,8000,0.166172947947948,265.68,8739.45,"1","1","60","B5","2","0"
41149311,6000,6000,0.1333,203.12,2229.88,"2","1","60","C3","4","1"
58653367,5800,5800,0.166172947947948,191.35,768.76,"8","1","36","B5","1","1"
42355444,22000,22000,0.166172947947948,440.922179176755,4911.08,"3","1","60","C1","1","1"
50799577,6800,6800,0.166172947947948,224.34,1561.67,"6","1","36","B5","4","0"
709828,27200,27200,0.166172947947948,553.87,3143.85094094105,"10","1","60","B1","4","0"
60636900,6000,6000,0.166172947947948,201.27,796.62,"9","0","36","C2","3","1"
41288243,6500,1000,0.166172947947948,207.22,2068.89,"2","1","36","B2","1","0"
46205892,20000,20000,0.166172947947948,447.83,4016.81,"4","1","60","C1","2","1"
65683470,7150,7150,0.1655,253.32,3143.85094094105,"12","1","36","D2","4","1"
42298131,35000,35000,0.1757,880.61,7857.16,"3","1","60","D4","4","0"
56904783,11875,11875,0.2199,327.91,1625.04,"8","1","60","F1","0","1"
48676382,6125,6125,0.2167,232.88,1646.48,"6","1","36","E5","3","1"
55179588,30000,30000,0.166172947947948,924.81,5537.38,"7","1","36","A3","3","1"
66623916,7000,7000,0.1655,248.01,235.14,"12","1","36","D2","4","1"
53171383,12000,12000,0.166172947947948,371.96,12396.42,"6","1","36","A4","3","1"
56522345,20000,20000,0.166172947947948,602.3,20247.34,"7","1","36","A1","1","0"
49217810,27500,27500,0.1465,948.59,6617.75,"5","1","36","C5","1","1"
48080758,15273.4631578947,15000,0.166172947947948,500.3,3981.92,"5","1","36","C1","4","1"
61491881,8000,8000,0.166172947947948,261.88,780.76,"10","1","60","B4","4","1"
63387882,35000,35000,0.166172947947948,1129.19,2229.24,"11","1","36","B3","2","1"
48556002,18000,1000,0.166172947947948,589.22,4691.78,"5","1","36","B4","3","1"
57844068,7200,7200,0.1561,251.75,994.51,"8","0","36","D1","2","1"
48545763,20000,20000,0.166172947947948,404.48,12233.21,"5","1","60","A5","2","0"
57812206,17000,17000,0.166172947947948,526.94,2100.9,"9","1","36","A4","2","0"
65180708,25000,25000,0.166172947947948,521.03,1016.59,"11","1","60","B2","4","1"
39630518,22000,22000,0.1431,515.45,5652.46,"1","1","60","C4","4","1"
61413524,24000,24000,0.166172947947948,739.85,2196.58,"10","1","60","A3","2","1"
65322671,4200,4200,0.1367,142.88,282.57,"11","1","36","C4","3","1"
42493872,17500,17500,0.166172947947948,583.68,5885.68,"3","1","36","C1","2","0"
56090631,23100,23100,0.166172947947948,774.89,3858.16,"8","1","36","C5","2","1"
39701166,6000,6000,0.166172947947948,197.69,2166.96,"1","1","36","B4","2","0"
50044405,9000,9000,0.166172947947948,440.922179176755,555.34,"5","0","36","B1","2","0"
38141178,4750,4750,0.1714,169.69,2027.23,"1","1","60","D4","2","0"
64812258,10000,10000,0.1367,230.98,450.57,"11","1","60","C4","4","1"
43759226,35000,35000,0.1952,440.922179176755,8446.46,"4","1","60","E3","2","1"
43490169,15000,15000,0.166172947947948,500.3,4492.46,"4","1","36","C1","4","0"
43709212,18000,18000,0.1333,412.61,3700.16,"4","1","60","C3","2","0"
48764556,15000,15000,0.1561,361.67,2880.35,"5","1","60","D5","4","1"
65483093,15273.4631578947,35000,0.166172947947948,1172.39,1147.91,"11","1","36","C2","3","1"
63084382,28500,28500,0.2731,875.55,1707.86,"10","1","60","G2","4","1"
63464862,11200,11200,0.1999,296.67,568.46,"10","1","60","E5","2","1"
41309257,3000,3000,0.166172947947948,94.26,939.87,"2","1","36","B1","3","0"
65626303,6500,6500,0.166172947947948,214.32,208.1,"11","1","36","B5","3","1"
68018984,1000,1000,0.1655,35.43,0,"12","1","36","D2","2","0"
52016504,35000,35000,0.2731,1075.24,5323.1,"6","1","60","G2","1","1"
51928413,15273.4631578947,30000,0.1786,1082.47,7517.76,"6","1","36","D5","1","0"
49016354,9500,9500,0.166172947947948,316.86,2211.53,"5","1","60","C1","2","0"
65313438,9500,9500,0.166172947947948,294.47,286.81,"11","1","36","A5","3","1"
60881902,16050,16050,0.1919,418.03,1271.19,"10","0","60","E3","2","1"
61318651,15000,15000,0.1855,385.41,1140.77,"10","1","60","E2","3","1"
60802918,14400,14400,0.2578,578.5,1714.88,"10","1","36","F5","1","1"
65617005,1600,1600,0.1699,57.04,54.02,"11","1","36","D3","3","1"
50507610,13900,13900,0.166172947947948,440.922179176755,2961.02,"6","1","36","A2","2","0"
66571750,15000,15000,0.1367,346.47,335.08,"12","1","60","C4","4","1"
40503088,20225,20225,0.1854,519.55,21163.95,"2","1","60","E1","3","1"
46206018,2300,2300,0.1757,82.66,669.27,"4","1","36","D4","4","1"
67426900,35000,35000,0.1989,925.15,0,"12","1","60","E3","4","1"
65384476,10800,10800,0.166172947947948,348.44,690.89,"11","1","36","B5","3","0"
41040875,12000,1000,0.1655,295.34,3237.71,"2","1","60","D2","2","0"
63286272,10000,10000,0.1757,359.38,709,"10","1","36","D4","1","0"
67467890,20000,20000,0.166172947947948,630.24,0,"12","1","36","B1","3","1"
55697695,4000,4000,0.166172947947948,134.18,799.44,"7","1","36","C2","2","1"
68375075,15273.4631578947,10000,0.166172947947948,312.95,0,"12","1","36","A5","4","1"
68018706,2500,2500,0.166172947947948,77.07,0,"12","1","60","A3","2","0"
60296668,35000,35000,0.1699,869.66,2575.94,"10","1","60","D3","1","1"
56904118,9525,9525,0.166172947947948,317.69,1296.02,"8","1","36","C1","3","0"
38508138,25000,25000,0.166172947947948,785.61,9415.94,"1","1","36","A5","3","1"
43966563,32000,32000,0.166172947947948,666.92,3143.85094094105,"4","1","60","B2","1","1"
44086738,29000,29000,0.1465,684.6,6137.8,"3","1","60","C5","2","0"
42304224,19225,19225,0.1786,486.73,4848.22,"3","1","60","D5","1","1"
60616790,16000,16000,0.166172947947948,352.13,1388.02,"9","1","60","B5","0","1"
57255262,5000,5000,0.1465,172.48,869.42,"8","1","36","C5","1","1"
49983168,28000,28000,0.166172947947948,583.55,4070.59,"5","1","60","B2","3","1"
48986351,8000,8000,0.166172947947948,268.36,1872.88,"5","1","36","C2","2","1"
59299554,30000,30000,0.166172947947948,677.85,2690.25,"9","1","60","C2","2","1"
49863313,15600,15600,0.166172947947948,349.31,2434.52,"5","1","60","C1","0","1"
44955711,29000,29000,0.1655,1027.45,9193.72,"4","1","36","D2","4","1"
46426805,20000,20000,0.166172947947948,616.82,4926.87,"4","1","36","A4","4","1"
54314983,35000,35000,0.2578,1043.37,5293.03,"7","1","60","F5","1","1"
46832600,15273.4631578947,20000,0.1757,503.21,4031.69,"4","1","60","D4","4","1"
60286184,32000,32000,0.2299,901.92,3525.94,"9","1","60","F2","3","1"
50203119,6000,6000,0.166172947947948,201.27,3143.85094094105,"5","1","36","C2","3","1"
57285306,5050,5050,0.166172947947948,440.922179176755,823.47,"8","1","36","B4","1","1"
59381216,5000,5000,0.166172947947948,169.27,518.49,"9","1","36","C3","2","1"
43679310,4000,4000,0.1333,135.42,1215.82,"3","1","36","C5","1","1"
44016520,10000,10000,0.1561,349.65,3138.18,"4","1","36","D1","3","1"
55169811,24000,24000,0.166172947947948,542.28,3236.76,"7","1","60","C2","1","0"
46917781,6500,6500,0.166172947947948,198.9,6612.76,"5","1","36","A2","2","0"
50556265,24000,1000,0.166172947947948,722.76,5045.13,"6","1","36","A1","1","1"
59199639,12800,12800,0.166172947947948,385.47,1538.1,"8","1","36","A1","2","0"
42424024,5350,5350,0.166172947947948,165,1654.06,"3","1","36","A4","2","1"
57286912,16000,16000,0.1465,440.922179176755,2746.53,"8","1","36","C5","3","1"
40961692,5000,5000,0.166172947947948,159.4,1748.31,"2","0","36","B2","1","0"
58410718,23000,23000,0.1855,590.96,2340.14,"8","1","60","E2","2","1"
67645532,20000,20000,0.166172947947948,616.54,601.23,"12","0","36","A3","3","0"
49955068,10000,10000,0.166172947947948,327.34,3143.85094094105,"5","1","36","B4","1","1"
55119463,15000,15000,0.166172947947948,500.3,3001.32,"7","1","36","C5","4","1"
66623075,4000,4000,0.1367,136.08,133.04,"12","1","36","C4","2","1"
51987878,28000,28000,0.166172947947948,440.922179176755,3679.38,"6","1","60","B5","4","1"
63408492,14000,14000,0.166172947947948,461.87,905.8,"11","1","36","B5","2","1"
39837219,10250,10250,0.2399,294.82,3215.7,"1","1","60","F2","2","0"
63525135,25000,25000,0.1465,590.17,1159.99,"10","0","60","C5","2","0"
53604545,3550,3550,0.1561,124.13,741.7,"7","1","36","D1","2","0"
41338722,20700,20700,0.166172947947948,638.4,3143.85094094105,"3","1","36","A4","2","1"
46663057,21600,21600,0.166172947947948,495.13,3945.04,"4","1","60","C3","1","1"
65009118,16000,16000,0.166172947947948,481.84,954.22,"11","0","36","A1","2","0"
57648291,24000,1000,0.166172947947948,739.85,3680.88,"8","1","36","A3","3","1"
61373187,25600,25600,0.166172947947948,804.34,2389.75,"10","1","36","B1","2","0"
41043330,25000,25000,0.1465,590.17,6385.3,"2","1","60","C5","1","1"
58071626,10000,10000,0.1399,341.73,1359.15,"8","1","36","C4","3","0"
52939191,23100,23100,0.1399,789.4,4844.12,"7","1","36","C4","2","1"
39689649,16800,16800,0.166172947947948,527.93,17955.35,"1","1","36","A5","1","1"
60276450,8800,8800,0.166172947947948,276.5,844.9,"9","1","36","B1","0","1"
42423530,28000,28000,0.166172947947948,594.78,5932.26,"3","1","60","B3","4","1"
39639437,4000,4000,0.166172947947948,134.76,4248.68,"1","1","60","C2","4","0"
67398847,15000,1000,0.166172947947948,482.32,0,"12","1","36","B3","2","1"
65904841,10000,10000,0.166172947947948,315.12,310.46,"12","1","36","B1","1","1"
43749354,14225,14225,0.1952,373.09,2480.5,"4","1","60","E5","3","1"
68595397,7200,7200,0.166172947947948,229.53,0,"12","0","36","B2","2","1"
52057055,9425,9425,0.1825,341.92,9813.47,"6","1","36","E1","1","1"
48916157,28000,1000,0.166172947947948,856.78,6844.3,"5","1","36","A2","2","1"
67456591,5600,5600,0.166172947947948,183.93,180.44,"12","1","36","B5","2","1"
38450494,12000,12000,0.1366,277.11,3316.21,"1","1","60","C3","2","1"
65786197,18000,18000,0.166172947947948,593.49,582,"12","1","36","B5","2","1"
40941677,7000,7000,0.166172947947948,440.922179176755,2254.52,"2","1","36","B3","4","1"
38660125,13000,13000,0.166172947947948,431.73,5172.1,"1","1","36","B5","2","0"
61461551,3500,1000,0.1465,120.73,359.34,"10","1","36","C5","1","1"
61473352,35000,35000,0.166172947947948,729.44,2170.49,"10","1","60","B2","3","0"
49773291,10000,10000,0.166172947947948,322.63,2247.31,"6","1","36","B3","0","0"
40317686,12500,12500,0.166172947947948,421.12,4623.3,"1","1","60","C2","3","1"
57882458,24000,24000,0.1699,596.34,2959.05,"8","1","60","D3","2","1"
60176101,8400,8400,0.166172947947948,440.922179176755,1094.75,"9","1","36","B4","1","1"
43105670,9525,9525,0.1786,343.69,3419.46,"3","1","60","D5","3","1"
57588307,1200,1200,0.166172947947948,38.26,190.08,"8","1","36","B2","2","0"
48697381,15273.4631578947,17400,0.1333,398.85,3207.77,"5","1","60","C3","2","1"
38700485,5600,5600,0.166172947947948,188.66,2259.88,"1","1","36","C2","1","1"
46358565,15273.4631578947,20000,0.166172947947948,637.58,5080.26,"4","1","36","B2","2","1"
67115609,34200,34200,0.1699,849.78,3143.85094094105,"12","1","60","D3","3","0"
66320451,8000,8000,0.166172947947948,265.68,260.35,"12","1","36","C1","2","1"
64341109,19200,19200,0.166172947947948,440.922179176755,1172.74,"11","1","36","A3","2","0"
46348098,10000,10000,0.166172947947948,440.922179176755,2709.83,"4","1","36","C2","1","1"
66414502,13000,13000,0.166172947947948,409.66,397.56,"12","1","36","B1","2","1"
46476817,20050,20050,0.1655,493.46,3929.25,"5","1","60","D2","3","1"
56552367,15273.4631578947,6500,0.166172947947948,195.75,986.43,"8","1","36","A1","2","1"
38524611,15000,15000,0.166172947947948,557.38,6114.52,"2","1","36","E3","2","1"
39410323,15000,15000,0.166172947947948,336.64,4013.87,"1","1","60","C1","3","1"
43125496,21750,21750,0.166172947947948,781.64,6992.3,"4","1","36","D4","2","1"
63359040,17000,17000,0.166172947947948,374.14,737.39,"11","1","60","B5","4","1"
41256157,14000,14000,0.166172947947948,446.31,4009.66,"3","1","36","B2","4","0"
60226732,15000,15000,0.1919,390.68,1546.73,"9","1","60","E3","3","1"
62002712,35000,35000,0.1825,893.54,2645.13,"10","1","60","E1","3","1"
43285181,16950,16950,0.1825,432.73,3877.38,"3","1","60","E1","4","0"
67015371,10225,10225,0.1849,372.18,0,"12","1","36","E2","2","1"
55098450,12000,12000,0.166172947947948,402.54,2398.32,"7","1","36","C2","0","1"
51255875,20000,20000,0.1399,683.46,4753.13,"6","1","36","C4","2","1"
47068237,15000,15000,0.1333,507.8,4051.29,"5","1","36","C3","4","1"
63558811,16400,16400,0.1786,415.21,797.88,"11","1","60","D5","2","0"
44399595,18000,18000,0.166172947947948,555.13,5589.25,"4","1","36","A4","4","1"
62267059,8500,8500,0.166172947947948,263.47,783.55,"10","1","36","A4","3","0"
38614987,12800,12800,0.166172947947948,431.23,3143.85094094105,"1","1","36","C2","3","1"
52341404,18000,18000,0.166172947947948,403.05,2393.72,"7","1","60","C1","2","0"
42353310,10000,10000,0.166172947947948,318.79,2864.02,"3","1","36","B2","4","1"
57146388,10300,10300,0.166172947947948,232.73,1156.39,"8","0","60","C2","2","1"
60825184,1500,1500,0.1825,54.42,159.46,"10","1","36","E1","2","0"
44046852,15075,15075,0.1884,389.73,3586.45,"4","0","60","E2","1","1"
51576267,28500,28500,0.1786,1028.35,6141.82,"6","1","36","D5","1","1"
66064289,21000,21000,0.166172947947948,669.46,658.76,"12","1","60","B2","4","0"
50495312,8000,8000,0.166172947947948,258.1,1797.82,"5","1","60","B3","2","1"
61479557,14400,14400,0.1333,330.09,979.61,"10","1","60","C3","3","0"
56030647,16000,16000,0.1757,402.57,1997.23,"7","1","60","D4","2","1"
64967386,3650,3650,0.166172947947948,120.35,225.55,"11","1","36","B5","2","1"
54178631,10500,10500,0.1786,265.84,1584.62,"7","1","60","D5","2","0"
64069730,18000,18000,0.2099,486.86,952.73,"11","1","60","E5","1","1"
48735546,3600,3600,0.166172947947948,120.77,961.08,"5","1","36","C2","3","1"
59003504,5000,5000,0.166172947947948,163.67,651.63,"9","1","36","B4","1","1"
66611622,10550,10550,0.1899,440.922179176755,375.54,"12","1","36","E3","2","1"
51917386,16800,16800,0.166172947947948,535.57,10740.43,"6","1","36","B2","3","0"
40942131,15000,15000,0.1825,382.95,4182.03,"2","1","60","E1","0","0"
62136215,28000,28000,0.1561,675.12,1325.96,"10","1","60","D1","3","0"
48816277,9600,9600,0.166172947947948,295.94,2363.85,"5","1","36","A3","2","0"
62227155,25000,25000,0.166172947947948,543.44,1599.79,"10","1","60","B4","3","0"
50303978,15273.4631578947,10000,0.1333,229.23,1589.8,"5","1","60","C3","1","1"
68019839,20000,20000,0.166172947947948,437.05,0,"12","1","60","B5","3","1"
56502119,18425,18425,0.2399,440.922179176755,2600.64,"7","1","60","F3","1","1"
50064733,18000,18000,0.166172947947948,589.22,4113.55,"5","1","36","B4","2","0"
48725512,20000,20000,0.166172947947948,465.27,3729.93,"5","1","60","C4","4","1"
50579467,17825,17825,0.166172947947948,583.49,4062.66,"5","1","36","B4","3","0"
46702703,10000,10000,0.1465,344.95,2751.46,"4","1","60","C5","3","0"
52858614,12000,12000,0.1655,425.16,2965.09,"6","1","36","D2","2","0"
60526398,15200,15200,0.1786,384.83,1139.41,"9","1","60","D5","2","1"
66412099,12000,12000,0.166172947947948,253.55,247.04,"12","1","60","B3","4","0"
60974205,10000,10000,0.1655,354.3,1335.84,"10","1","36","D2","4","1"
61662552,28800,28800,0.166172947947948,582.45,3143.85094094105,"10","1","60","A5","2","1"
60536816,17000,17000,0.166172947947948,541.95,2150.48,"9","1","60","B2","4","1"
51796185,4000,4000,0.1561,139.86,975.55,"6","1","36","D1","3","0"
60497330,8000,8000,0.166172947947948,240.92,958.95,"9","1","36","A1","2","0"
68356714,12000,12000,0.166172947947948,382.55,0,"12","1","36","B2","3","1"
58653876,19000,19000,0.1333,435.53,1713.98,"8","1","60","C3","4","1"
66076119,23875,23875,0.1757,600.7,577.4,"12","1","60","D4","2","0"
65047370,26400,26400,0.2099,714.07,3143.85094094105,"11","1","60","E5","1","1"
38480400,24000,24000,0.1431,562.31,6700.02,"1","1","60","C4","1","1"
60696055,22800,22800,0.166172947947948,726.84,2884.13,"9","0","36","B2","1","1"
65363984,13500,13500,0.166172947947948,425.42,419.14,"12","1","36","B1","1","1"
63284883,19475,19475,0.1999,723.67,1425.71,"10","1","36","E5","2","1"
58250456,10000,10000,0.166172947947948,333.53,1327.29,"8","1","36","C1","2","1"
55098777,25000,25000,0.166172947947948,509.07,3043.06,"7","1","60","B1","2","1"
62357271,30000,30000,0.166172947947948,440.922179176755,1304.26,"10","1","60","B4","3","1"
54513950,12000,12000,0.1465,413.94,2464.11,"7","0","36","C5","2","1"
56141416,10700,10700,0.1699,381.44,1897.1,"8","1","60","D3","2","1"
59250338,8300,8300,0.166172947947948,264.6,1049.94,"9","1","36","B5","2","1"
67427950,7800,7800,0.166172947947948,244.03,237.19,"12","0","36","A5","1","0"
40451886,9400,9400,0.166172947947948,292.36,3212.05,"2","1","36","A4","0","1"
50528279,20000,20000,0.166172947947948,472.14,3288.7,"6","1","60","C5","3","0"
62083253,10000,10000,0.166172947947948,333.53,993.76,"10","1","36","C1","2","1"
61419707,16000,16000,0.166172947947948,318.79,949.92,"10","1","60","A5","2","0"
49068592,16800,16800,0.1561,405.08,2799.14,"5","1","60","D5","2","1"
49187914,10000,10000,0.1855,256.94,10795.35,"5","1","60","E2","4","1"
61962702,29300,29300,0.1825,748.02,1436.63,"10","1","60","E5","1","1"
59262900,15273.4631578947,21000,0.166172947947948,659.81,2629.7,"9","1","36","B1","3","1"
51886883,8000,8000,0.1757,287.5,2004.69,"6","1","36","D4","2","1"
40919905,18000,18000,0.2049,481.82,4181.27,"2","0","60","E4","2","1"
40461150,2000,2000,0.166172947947948,61.75,678.47,"2","1","60","A3","1","0"
68593852,27125,27125,0.1344,440.922179176755,0,"12","1","60","C3","2","0"
46356787,4000,4000,0.166172947947948,440.922179176755,1070.62,"4","1","36","C2","2","0"
48676752,12000,12000,0.166172947947948,377.04,3010.87,"5","1","36","B1","1","0"
57156074,16000,16000,0.166172947947948,347.8,1729.23,"8","1","60","B4","0","0"
40393128,9600,9600,0.166172947947948,307.48,3377.22,"2","1","36","B2","0","1"
65663400,10000,10000,0.166172947947948,440.922179176755,317.08,"11","1","36","B3","1","0"
39681860,8000,8000,0.166172947947948,440.922179176755,2690.99,"1","1","36","A2","1","1"
66573077,15000,15000,0.166172947947948,303.36,3143.85094094105,"12","1","60","A5","2","0"
48100581,20000,1000,0.166172947947948,670.9,5353.1,"5","1","36","C2","2","1"
55584116,17000,17000,0.1757,427.73,2236.99,"7","1","60","D4","4","0"
65323847,30000,30000,0.1786,759.52,1489.27,"11","1","60","D5","3","1"
41109147,15200,15200,0.166172947947948,484.56,5322.42,"2","1","36","B5","1","0"
62255400,20000,20000,0.166172947947948,654.68,1303.25,"10","1","36","B4","2","1"
51906202,12150,12150,0.1561,292.96,2029.65,"6","1","60","D1","4","1"
56685261,8000,8000,0.1333,270.83,1348.23,"7","1","36","C3","1","1"
67386950,7500,7500,0.166172947947948,244.27,239.84,"12","1","36","B4","1","1"
49925383,15273.4631578947,25000,0.166172947947948,770.68,5385.19,"6","1","36","A3","1","1"
60416375,10000,10000,0.166172947947948,314.2,1252.26,"9","1","36","B1","2","0"
65865276,15273.4631578947,12000,0.166172947947948,375.43,370.17,"12","1","36","A5","3","1"
43175649,15273.4631578947,20000,0.1399,683.46,6819.06,"3","1","36","C4","2","1"
41750339,4500,4500,0.166172947947948,150.09,1485.82,"3","1","60","C1","2","1"
56058412,20000,20000,0.1333,677.07,17370.54,"7","1","36","C3","1","1"
46846866,2400,2400,0.166172947947948,82.02,654.29,"4","1","36","C4","4","0"
60962637,35000,35000,0.1333,1184.86,3591.98,"9","1","36","C3","3","1"
55190798,15875,15875,0.1825,575.92,3423.33,"7","1","36","E1","2","1"
37751648,24000,24000,0.166172947947948,735.47,8808.33,"1","1","36","A2","1","1"
39579506,35000,35000,0.1599,1230.33,3143.85094094105,"1","1","36","D2","4","1"
63498857,20000,20000,0.166172947947948,602.3,1198.69,"10","1","36","A1","2","0"
39818255,24000,1000,0.166172947947948,533.75,5839.28,"1","1","60","B5","4","1"
60325549,12000,12000,0.166172947947948,264.1,1048.71,"9","0","60","B5","3","1"
56051931,3275,3275,0.1855,119.31,231.87,"7","1","36","E2","0","1"
49834187,25425,25425,0.1561,888.98,6200.81,"5","1","36","D1","2","1"
43996368,18000,18000,0.1399,418.74,3726.69,"4","1","60","C4","2","1"
54818957,15273.4631578947,8825,0.1699,314.6,1879.27,"7","1","36","D3","2","0"
60783560,10800,10800,0.1786,273.43,3143.85094094105,"10","1","60","D5","2","1"
63179189,25000,25000,0.2099,676.2,647.05,"11","1","60","E5","2","1"
67418153,6000,6000,0.166172947947948,200.99,6039.87,"12","1","36","C2","4","1"
38470015,10000,10000,0.166172947947948,332.1,3968.55,"1","1","36","B5","1","0"
38232469,6225,6225,0.1366,211.73,2545.7,"1","1","36","C3","2","1"
34883768,10300,10300,0.166172947947948,320.35,3839.91,"1","1","36","A4","4","0"
64180523,16775,16775,0.1699,440.922179176755,801.97,"11","1","60","D3","2","0"
45454394,12000,12000,0.166172947947948,375.43,3006.07,"4","1","36","A5","2","0"
67305452,12000,12000,0.166172947947948,382.55,370.32,"12","1","36","B2","2","0"
59491565,17475,17475,0.1561,440.922179176755,1655.09,"9","1","60","D1","1","0"
54344957,1800,1000,0.166172947947948,58.08,352.18,"7","1","36","B3","1","0"
65453094,20000,20000,0.166172947947948,416.82,823.45,"11","1","60","B2","2","0"
55072227,15273.4631578947,6150,0.1333,208.2,1036.45,"7","1","36","C3","2","1"
51008647,15273.4631578947,16000,0.166172947947948,358.27,2189.25,"7","1","60","C1","3","1"
46774024,8500,8500,0.166172947947948,265.93,2119.99,"4","1","36","A5","0","0"
65833108,12000,12000,0.1367,408.22,798.21,"11","1","36","C5","2","1"
46664069,10500,10500,0.1399,358.82,2862.4,"4","1","36","C4","4","0"
60546319,28000,28000,0.166172947947948,867.9,3460.31,"9","1","36","A5","3","0"
